30,30,0
24,40,0
29,29,0
29,29,0
32,32,0
21,21,0
23,23,0
29,29,0
22,22,0
26,26,0
25,25,0
26,26,0
23,23,0
25,25,0
34,34,0
32,32,0
27,27,0
28,28,0
20,20,0
26,26,0
15,15,0
21,21,0
20,20,0
29,29,0
20,20,0
24,24,0
19,19,0
19,19,0
42,42,0
21,21,0
25,25,0
30,30,0
26,26,0
22,22,0
27,27,0
25,25,0
25,25,0
35,35,0
22,22,0
29,29,0
25,25,0
29,29,0
24,24,0
31,31,0
22,22,0
23,23,0
29,29,0
32,32,0
18,18,0
33,33,0
25,25,0
18,18,0
21,21,0
27,27,0
31,31,0
23,23,0
18,18,0
15,15,0
24,24,0
18,18,0
21,21,0
35,35,0
32,32,0
30,30,0
22,22,0
25,25,0
23,23,0
28,28,0
25,25,0
27,27,0
25,25,0
17,17,0
24,24,0
33,33,0
33,33,0
28,28,0
22,22,0
28,28,0
27,27,0
23,23,0
27,27,0
20,20,0
24,24,0
31,31,0
30,30,0
23,23,0
21,21,0
31,31,0
23,23,0
27,27,0
34,34,0
26,26,0
27,27,0
30,30,0
24,24,0
32,32,0
24,24,0
29,29,0
27,27,0
32,32,0
25,25,0
21,21,0
34,34,0
32,32,0
20,20,0
31,31,0
27,27,0
24,24,0
26,26,0
22,22,0
29,29,0
22,22,0
24,24,0
21,21,0
21,21,0
22,22,0
26,26,0
24,24,0
20,20,0
32,32,0
37,37,0
37,37,0
45,45,0
50,53,0
60,71,0
55,84,0
48,90,0
43,91,0
49,98,0
43,99,0
41,98,0
40,96,0
46,100,0
40,98,0
38,94,0
49,101,0
37,96,0
50,104,0
38,100,0
49,107,0
36,101,0
56,115,0
34,107,0
45,110,0
39,107,0
40,105,0
51,114,0
49,121,0
48,127,0
58,143,0
47,148,0
50,156,0
36,150,0
38,146,0
45,149,0
36,143,0
35,136,0
39,133,0
44,135,0
51,144,0
46,148,0
50,156,0
34,148,0
38,144,0
77,179,0
39,176,0
53,187,0
37,182,0
65,205,0
35,198,0
53,209,0
35,202,0
28,188,0
55,201,0
46,205,0
39,202,0
38,198,0
43,199,0
54,211,0
51,220,0
42,220,0
46,224,0
46,228,0
44,230,0
48,236,0
37,231,0
45,234,0
50,242,0
41,241,0
62,261,0
46,265,0
53,276,0
49,283,0
47,288,0
33,279,0
49,286,0
51,295,0
55,308,0
53,319,0
51,328,0
59,345,0
49,352,0
54,364,0
60,382,0
48,388,0
45,391,0
38,387,0
51,396,0
53,407,0
36,401,0
47,406,0
40,404,0
47,409,0
40,407,0
48,413,0
42,413,0
42,413,0
40,411,0
35,404,0
47,409,0
40,407,0
47,412,0
45,415,0
58,431,0
41,430,0
46,434,0
49,441,0
37,436,0
44,438,0
46,442,0
56,456,0
44,458,0
42,458,0
52,468,0
44,470,0
28,456,0
42,456,0
47,461,0
51,470,0
40,468,0
48,474,0
45,477,0
45,480,0
41,479,0
49,486,0
39,483,0
47,488,0
34,480,0
43,481,0
48,487,0
48,493,0
47,498,0
42,498,0
39,495,0
47,500,0
47,505,0
49,512,0
42,512,0
49,519,0
39,516,0
55,529,0
48,535,0
47,540,0
41,539,0
45,542,0
36,536,0
41,535,0
53,546,0
48,552,0
36,546,0
37,541,0
42,541,0
46,545,0
46,549,0
48,555,0
41,554,0
50,562,0
41,561,0
42,561,0
39,558,0
60,576,0
28,562,0
51,571,0
42,571,0
39,568,0
44,570,0
57,585,0
55,598,0
50,606,0
48,612,0
37,607,0
48,613,0
43,614,0
50,622,0
56,636,0
54,648,0
52,658,0
39,655,0
50,663,0
46,667,0
32,657,0
43,658,0
43,659,0
42,659,0
35,652,0
36,646,0
29,633,0
31,622,0
42,622,0
35,615,0
34,607,0
41,606,0
35,599,0
32,589,0
30,577,0
38,573,0
38,569,0
29,556,0
36,550,0
35,543,0
41,542,0
38,538,0
30,526,0
30,514,0
35,507,0
28,493,0
29,480,0
33,471,0
32,461,0
44,463,0
43,464,0
37,459,0
41,458,0
40,456,0
35,449,0
32,439,0
33,430,0
37,425,0
36,419,0
31,408,0
29,395,0
27,380,0
28,366,0
37,361,0
33,352,0
32,342,0
32,332,0
27,317,0
34,309,0
44,311,0
36,305,0
31,294,0
37,289,0
39,286,0
35,279,0
29,266,0
42,266,0
37,261,0
35,254,0
30,242,0
36,236,0
34,228,0
41,227,0
33,218,0
31,207,0
32,197,0
39,194,0
37,189,0
48,195,0
32,185,0
43,186,0
29,173,0
34,165,0
21,144,0
40,142,0
39,139,0
32,129,0
28,115,0
42,115,0
38,111,0
26,95,0
34,87,0
49,94,0
38,90,0
30,78,0
34,70,0
42,70,0
27,55,0
28,41,0
33,33,0
32,32,0
37,37,0
40,40,0
28,28,0
26,26,0
26,26,0
34,34,0
40,40,0
38,38,0
34,34,0
28,28,0
36,36,0
36,36,0
35,35,0
36,36,0
33,33,0
32,32,0
42,42,0
34,34,0
29,29,0
36,36,0
35,35,0
37,37,0
36,36,0
31,31,0
41,41,0
26,26,0
27,27,0
44,44,0
29,31,0
25,25,0
21,21,0
30,30,0
22,22,0
23,23,0
31,31,0
23,23,0
29,29,0
27,27,0
16,16,0
22,22,0
29,29,0
26,26,0
30,30,0
22,22,0
21,21,0
21,21,0
26,26,0
19,19,0
27,27,0
29,29,0
28,28,0
21,21,0
24,24,0
22,22,0
24,24,0
21,21,0
23,23,0
25,25,0
20,20,0
26,26,0
15,15,0
23,23,0
23,23,0
22,22,0
28,28,0
22,22,0
27,27,0
25,25,0
32,32,0
27,27,0
29,29,0
27,27,0
22,22,0
27,27,0
13,13,0
25,25,0
30,30,0
26,26,0
27,27,0
25,25,0
24,24,0
23,23,0
28,28,0
29,29,0
27,27,0
20,20,0
16,16,0
18,18,0
27,27,0
21,21,0
26,26,0
28,28,0
26,26,0
11,11,0
13,13,0
22,22,0
22,22,0
27,27,0
30,30,0
20,20,0
23,23,0
27,27,0
31,31,0
27,27,0
22,22,0
31,31,0
21,21,0
20,20,0
25,25,0
30,30,0
27,27,0
32,32,0
21,21,0
24,24,0
28,28,0
31,31,0
25,25,0
28,28,0
33,33,0
21,21,0
32,32,0
25,25,0
33,33,0
25,25,0
25,25,0
33,33,0
29,29,0
29,29,0
26,26,0
27,27,0
39,39,0
33,33,0
23,23,0
31,31,0
26,26,0
27,27,0
28,28,0
29,29,0
29,29,0
22,22,0
26,26,0
24,24,0
20,20,0
29,29,0
31,31,0
31,31,0
27,27,0
24,24,0
26,26,0
26,26,0
27,27,0
25,25,0
20,20,0
26,26,0
16,16,0
28,28,0
25,25,0
30,30,0
25,25,0
19,19,0
25,25,0
25,25,0
17,17,0
29,29,0
23,23,0
27,27,0
24,24,0
20,20,0
24,24,0
21,21,0
24,24,0
15,15,0
28,28,0
26,26,0
29,29,0
26,26,0
24,24,0
25,25,0
39,39,0
17,17,0
18,18,0
27,27,0
26,26,0
21,21,0
21,21,0
27,27,0
32,32,0
28,28,0
24,24,0
24,24,0
30,30,0
34,34,0
33,33,0
31,31,0
29,29,0
23,23,0
25,25,0
21,21,0
25,25,0
33,33,0
24,24,0
31,31,0
35,35,0
20,20,0
24,24,0
29,29,0
29,29,0
32,32,0
22,22,0
