30,30,0
24,36,0
29,47,0
29,58,0
32,72,0
21,75,0
23,80,0
29,91,0
22,95,0
26,103,0
25,110,0
26,118,0
23,123,0
25,130,0
34,146,0
32,160,0
27,169,0
28,179,0
20,181,0
26,189,0
15,186,0
21,189,0
20,191,0
29,202,0
20,204,0
24,210,0
19,211,0
19,212,0
42,236,0
21,239,0
25,246,0
30,258,0
26,266,0
22,270,0
27,279,0
25,286,0
25,293,0
35,310,0
22,314,0
29,325,0
25,332,0
29,343,0
24,349,0
31,362,0
22,366,0
23,371,0
29,382,0
32,396,0
18,396,0
33,411,0
25,418,0
18,418,0
21,421,0
27,430,0
31,443,0
23,448,0
18,448,0
15,445,0
24,451,0
18,451,0
21,454,0
35,471,0
32,485,0
30,497,0
22,501,0
25,508,0
23,513,0
28,523,0
25,530,0
27,539,0
25,546,0
17,545,0
24,551,0
33,566,0
33,581,0
28,591,0
22,595,0
28,605,0
27,614,0
23,619,0
27,628,0
20,630,0
24,636,0
31,649,0
30,661,0
23,666,0
21,669,0
31,682,0
23,687,0
27,696,0
34,712,0
26,720,0
27,729,0
30,741,0
24,747,0
32,761,0
24,767,0
29,778,0
27,787,0
32,800,1
25,800,7
21,800,3
34,800,16
32,800,14
20,800,2
31,800,13
27,800,9
24,800,6
26,800,8
22,800,4
29,800,11
22,800,4
24,800,6
21,800,3
21,800,3
22,800,4
26,800,8
24,800,6
20,800,2
32,800,14
37,800,19
37,800,19
45,800,27
50,800,32
60,800,42
55,800,37
48,800,30
43,800,25
49,800,31
43,800,25
41,800,23
40,800,22
46,800,28
40,800,22
38,800,20
49,800,31
37,800,19
50,800,32
38,800,20
49,800,31
36,800,18
56,800,38
34,800,16
45,800,27
39,800,21
40,800,22
51,800,33
49,800,31
48,800,30
58,800,40
47,800,29
50,800,32
36,800,18
38,800,20
45,800,27
36,800,18
35,800,17
39,800,21
44,800,26
51,800,33
46,800,28
50,800,32
34,800,16
38,800,20
77,800,59
39,800,21
53,800,35
37,800,19
65,800,47
35,800,17
53,800,35
35,800,17
28,800,10
55,800,37
46,800,28
39,800,21
38,800,20
43,800,25
54,800,36
51,800,33
42,800,24
46,800,28
46,800,28
44,800,26
48,800,30
37,800,19
45,800,27
50,800,32
41,800,23
62,800,44
46,800,28
53,800,35
49,800,31
47,800,29
33,800,15
49,800,31
51,800,33
55,800,37
53,800,35
51,800,33
59,800,41
49,800,31
54,800,36
60,800,42
48,800,30
45,800,27
38,800,20
51,800,33
53,800,35
36,800,18
47,800,29
40,800,22
47,800,29
40,800,22
48,800,30
42,800,24
42,800,24
40,800,22
35,800,17
47,800,29
40,800,22
47,800,29
45,800,27
58,800,40
41,800,23
46,800,28
49,800,31
37,800,19
44,800,26
46,800,28
56,800,38
44,800,26
42,800,24
52,800,34
44,800,26
28,800,10
42,800,24
47,800,29
51,800,33
40,800,22
48,800,30
45,800,27
45,800,27
41,800,23
49,800,31
39,800,21
47,800,29
34,800,16
43,800,25
48,800,30
48,800,30
47,800,29
42,800,24
39,800,21
47,800,29
47,800,29
49,800,31
42,800,24
49,800,31
39,800,21
55,800,37
48,800,30
47,800,29
41,800,23
45,800,27
36,800,18
41,800,23
53,800,35
48,800,30
36,800,18
37,800,19
42,800,24
46,800,28
46,800,28
48,800,30
41,800,23
50,800,32
41,800,23
42,800,24
39,800,21
60,800,42
28,800,10
51,800,33
42,800,24
39,800,21
44,800,26
57,800,39
55,800,37
50,800,32
48,800,30
37,800,19
48,800,30
43,800,25
50,800,32
56,800,38
54,800,36
52,800,34
39,800,21
50,800,32
46,800,28
32,800,14
43,800,25
43,800,25
42,800,24
35,800,17
36,800,18
29,800,11
31,800,13
42,800,24
35,800,17
34,800,16
41,800,23
35,800,17
32,800,14
30,800,12
38,800,20
38,800,20
29,800,11
36,800,18
35,800,17
41,800,23
38,800,20
30,800,12
30,800,12
35,800,17
28,800,10
29,800,11
33,800,15
32,800,14
44,800,26
43,800,25
37,800,19
41,800,23
40,800,22
35,800,17
32,800,14
33,800,15
37,800,19
36,800,18
31,800,13
29,800,11
27,800,9
28,800,10
37,800,19
33,800,15
32,800,14
32,800,14
27,800,9
34,800,16
44,800,26
36,800,18
31,800,13
37,800,19
39,800,21
35,800,17
29,800,11
42,800,24
37,800,19
35,800,17
30,800,12
36,800,18
34,800,16
41,800,23
33,800,15
31,800,13
32,800,14
39,800,21
37,800,19
48,800,30
32,800,14
43,800,25
29,800,11
34,800,16
21,800,3
40,800,22
39,800,21
32,800,14
28,800,10
42,800,24
38,800,20
26,800,8
34,800,16
49,800,31
38,800,20
30,800,12
34,800,16
42,800,24
27,800,9
28,800,10
33,800,15
32,800,14
37,800,19
40,800,22
28,800,10
26,800,8
26,800,8
34,800,16
40,800,22
38,800,20
34,800,16
28,800,10
36,800,18
36,800,18
35,800,17
36,800,18
33,800,15
32,800,14
42,800,24
34,800,16
29,800,11
36,800,18
35,800,17
37,800,19
36,800,18
31,800,13
41,800,23
26,800,8
27,800,9
44,800,26
29,800,11
25,800,7
21,800,3
30,800,12
22,800,4
23,800,5
31,800,13
23,800,5
29,800,11
27,800,9
16,798,0
22,800,2
29,800,11
26,800,8
30,800,12
22,800,4
21,800,3
21,800,3
26,800,8
19,800,1
27,800,9
29,800,11
28,800,10
21,800,3
24,800,6
22,800,4
24,800,6
21,800,3
23,800,5
25,800,7
20,800,2
26,800,8
15,797,0
23,800,2
23,800,5
22,800,4
28,800,10
22,800,4
27,800,9
25,800,7
32,800,14
27,800,9
29,800,11
27,800,9
22,800,4
27,800,9
13,795,0
25,800,2
30,800,12
26,800,8
27,800,9
25,800,7
24,800,6
23,800,5
28,800,10
29,800,11
27,800,9
20,800,2
16,798,0
18,798,0
27,800,7
21,800,3
26,800,8
28,800,10
26,800,8
11,793,0
13,788,0
22,792,0
22,796,0
27,800,5
30,800,12
20,800,2
23,800,5
27,800,9
31,800,13
27,800,9
22,800,4
31,800,13
21,800,3
20,800,2
25,800,7
30,800,12
27,800,9
32,800,14
21,800,3
24,800,6
28,800,10
31,800,13
25,800,7
28,800,10
33,800,15
21,800,3
32,800,14
25,800,7
33,800,15
25,800,7
25,800,7
33,800,15
29,800,11
29,800,11
26,800,8
27,800,9
39,800,21
33,800,15
23,800,5
31,800,13
26,800,8
27,800,9
28,800,10
29,800,11
29,800,11
22,800,4
26,800,8
24,800,6
20,800,2
29,800,11
31,800,13
31,800,13
27,800,9
24,800,6
26,800,8
26,800,8
27,800,9
25,800,7
20,800,2
26,800,8
16,798,0
28,800,8
25,800,7
30,800,12
25,800,7
19,800,1
25,800,7
25,800,7
17,799,0
29,800,10
23,800,5
27,800,9
24,800,6
20,800,2
24,800,6
21,800,3
24,800,6
15,797,0
28,800,7
26,800,8
29,800,11
26,800,8
24,800,6
25,800,7
39,800,21
17,799,0
18,799,0
27,800,8
26,800,8
21,800,3
21,800,3
27,800,9
32,800,14
28,800,10
24,800,6
24,800,6
30,800,12
34,800,16
33,800,15
31,800,13
29,800,11
23,800,5
25,800,7
21,800,3
25,800,7
33,800,15
24,800,6
31,800,13
35,800,17
20,800,2
24,800,6
29,800,11
29,800,11
32,800,14
22,800,4
